recipe_id,heat_process,yield
R6OM,Unknown,83.96
E2WF,Unknown,91.11
88Z9,Unknown,95.5
YMSF,Unknown,68.02
HV5Q,70°C for 10 min,93.41
VKCZ,Freezing for 20 min,83.1
5O0K,70°C for 10 min,94.05
3VHI,Freezing for 20 min,92.59
2QTT,Unknown,96.64
3VZ3,20°C for 60 min,92.97
3EL3,Unknown,91.98
EMOP,Unknown,95.21
GWZP,Unknown,90.79
TFZ7,Unknown,90.32
RDR0,Unknown,98.73
P8KZ,Unknown,92.8
JWUR,Unknown,93.09
JCYN,Unknown,93.23
IH2H,Unknown,96.73
XXUS,Unknown,99.19
2J64,Unknown,98.05
LJPB,50°C for 10 min,91.2
3HHM,Unknown,91.43
ZO1A,Unknown,96.95
8TF4,Steaming,90.53
QMR6,Unknown,97.69
ZR9H,70°C for 10 min,97.91
YHBU,Steaming,92.08
R6CI,50°C for 10 min,93.86
I73X,Unknown,94.86
6C8Q,Unknown,97.7
NQVK,Unknown,98.23
8P2R,Steaming,96.93
L7XW,Unknown,97.02
74SM,Unknown,97.71
L6LH,Unknown,93.9
TNFB,Freezing for 20 min,91.48
G1O5,Unknown,96.07
01CD,Unknown,93.21
WDVV,Unknown,90.04
FJI8,20°C for 60 min,94.56
XN3A,Unknown,90.19
CIGC,20°C for 60 min,99.99
9KYK,Steaming,93.41
IJDL,Unknown,36.35
Z2X6,70°C for 10 min,93.37
QRW0,Unknown,92.46
Y6P1,Unknown,99.58
MHGC,Unknown,94.88
65SA,20°C for 60 min,90.97
D478,Unknown,98.68
N57A,Unknown,90.27
QXKL,Unknown,96.07
MJQD,Unknown,99.3
3LJU,Unknown,90.42
T26T,Unknown,92.32
ZM0V,Unknown,91.37
70Z7,Unknown,97.12
67OG,Unknown,22.66
B4I2,Unknown,92.02
6MWL,Unknown,97.27
8QHI,50°C for 10 min,97.95
BKFU,Unknown,99.78
ALSY,Unknown,97.01
GTQI,Steaming,91.61
SIZ4,Unknown,37.42
6TKN,Unknown,96.66
QI45,Unknown,98.62
QHR3,20°C for 60 min,92.97
NDUE,Unknown,90.78
FOJL,Unknown,93.5
DRV0,50°C for 10 min,98.72
8N9W,70°C for 10 min,72.49
OZ17,Steaming,98.73
9PEM,Unknown,96.87
BIF9,Freezing for 20 min,98.8
FQ14,Steaming,98.85
GK93,Unknown,91.11
2A5F,Unknown,99.53
QUY9,Unknown,98.76
VY1J,Unknown,50.13
O6VG,Unknown,91.87
CM0X,Unknown,93.42
QHCV,Unknown,98.94
RHQS,Unknown,93.47
ELCO,20°C for 60 min,90.41
RAVB,Unknown,21.7
SR0A,Freezing for 20 min,99.93
EBKS,Unknown,98.98
1WS6,Unknown,95.56
7O1G,Unknown,60.94
A7MK,70°C for 10 min,99.67
W5WD,Unknown,90.75
4EI6,Unknown,99.65
1J71,Freezing for 20 min,42.0
D7HD,Unknown,99.87
JWXR,Unknown,92.38
UOJ9,70°C for 10 min,99.0
S6EW,Unknown,95.76
SOJV,Unknown,91.75
GYLM,Unknown,98.35
LYOZ,Unknown,95.8
DEIU,50°C for 10 min,94.68
5ELY,Unknown,74.52
62QK,Unknown,96.95
Z393,Unknown,97.37
P240,Unknown,97.49
EBTJ,20°C for 60 min,99.41
GANU,Unknown,98.21
YOCA,Unknown,92.0
V6YD,Unknown,98.21
DINY,Unknown,93.62
E5PF,50°C for 10 min,92.55
RTHW,50°C for 10 min,93.91
7B1K,Unknown,95.38
BCM9,Unknown,66.94
1MR8,Unknown,99.62
3YY7,Unknown,91.61
0EG3,20°C for 60 min,96.76
BC7A,Unknown,90.51
4WUR,50°C for 10 min,94.18
57TS,Unknown,94.6
QQPL,Unknown,99.19
R30R,Unknown,99.35
Q0VH,Unknown,91.78
ZULE,Freezing for 20 min,57.9
84YN,Unknown,94.69
SVQU,Unknown,94.88
6474,Unknown,96.41
ZBK3,70°C for 10 min,90.98
ULJ1,Unknown,94.89
OE6L,Steaming,90.79
RDUE,20°C for 60 min,99.1
ZHVG,Unknown,93.3
INJF,Unknown,95.19
2IGR,20°C for 60 min,99.46
AYYE,Unknown,97.55
ODO9,50°C for 10 min,96.14
PI9R,20°C for 60 min,90.05
FPTL,Unknown,97.37
CPCN,50°C for 10 min,97.23
MI8Z,20°C for 60 min,93.02
SW1I,Steaming,96.59
TU1S,Unknown,95.07
LBGC,50°C for 10 min,95.44
YF6M,Steaming,98.65
VC9H,Unknown,99.11
FKY0,20°C for 60 min,95.99
LD9E,50°C for 10 min,90.37
4XO3,Steaming,91.84
WNMV,Freezing for 20 min,93.14
K5Y3,70°C for 10 min,48.18
2UUC,Unknown,99.19
EXGT,Unknown,96.86
UUCR,Unknown,95.28
3FZZ,Unknown,60.95
AICA,20°C for 60 min,92.19
BGW8,Steaming,96.54
VCNU,Unknown,93.21
9GB7,50°C for 10 min,97.98
0FL1,Unknown,90.11
UTNM,Unknown,94.26
AIXK,Unknown,92.43
4J57,Unknown,87.49
8XVM,Unknown,97.33
VS5S,20°C for 60 min,99.34
1QD1,70°C for 10 min,98.18
ELTH,Unknown,90.95
ZZ1F,50°C for 10 min,96.12
IHDK,Unknown,97.41
FFDG,Unknown,91.32
1N43,Unknown,78.52
RB44,Unknown,92.62
TZ92,Unknown,34.5
U0FF,Steaming,90.72
0ILY,70°C for 10 min,80.66
HE8Y,Unknown,98.28
O2QX,Unknown,91.16
6T8S,Unknown,92.11
XJDV,Unknown,99.1
8421,Unknown,92.85
WTC1,70°C for 10 min,96.83
9UNU,20°C for 60 min,91.83
8U5W,Unknown,94.54
D4AX,Unknown,92.91
XJ7G,Unknown,90.09
80R4,Unknown,95.46
WUNT,Unknown,94.21
BCBQ,70°C for 10 min,98.9
M25Y,70°C for 10 min,92.6
GN71,Unknown,95.44
HKG7,50°C for 10 min,92.44
EHW3,Unknown,93.35
V9YK,Unknown,94.38
023F,Unknown,99.94
5RQD,70°C for 10 min,91.1
PC3P,Unknown,93.61
XPXD,70°C for 10 min,90.24
IQNA,Unknown,92.18
5T24,Freezing for 20 min,95.27
71SA,Unknown,94.39
EUCH,Unknown,93.44
GRI8,Unknown,94.02
I4GM,Unknown,92.97
JWKR,Unknown,97.61
P539,50°C for 10 min,99.63
6PZN,Unknown,94.17
P3LL,Unknown,99.68
HUGY,Freezing for 20 min,90.91
PQ0E,20°C for 60 min,91.13
Y5WZ,Unknown,90.1
1PMQ,Unknown,91.02
NS82,Unknown,99.61
7TMU,Unknown,99.7
MRN6,Unknown,95.87
900Z,Unknown,96.84
I2LZ,Unknown,95.66
KOIC,Unknown,66.16
5010,50°C for 10 min,95.7
CQYD,20°C for 60 min,69.98
6PAV,Unknown,95.47
Y0P7,Unknown,99.02
L0R5,Unknown,93.47
YY13,50°C for 10 min,91.17
E6SM,70°C for 10 min,93.02
5U7Z,Unknown,92.1
D94S,Unknown,96.4
OBP6,20°C for 60 min,94.23
3IGT,20°C for 60 min,92.69
RX6Y,70°C for 10 min,91.33
W9OJ,Steaming,29.34
6LS8,Unknown,81.25
H64J,20°C for 60 min,98.8
N9Z5,Unknown,94.59
CINY,20°C for 60 min,97.59
3WPK,70°C for 10 min,94.48
DB0L,20°C for 60 min,97.61
DRQW,Unknown,95.39
X790,Freezing for 20 min,90.67
XNU1,70°C for 10 min,37.23
3Z8V,Freezing for 20 min,92.89
0DZM,Unknown,65.07
G4UJ,Freezing for 20 min,98.62
XABY,Unknown,93.2
SIHL,Unknown,91.28
U8DL,Unknown,96.57
QEMK,Unknown,96.51
C5EJ,Unknown,91.82
3KER,Unknown,98.2
WXT1,Unknown,94.16
8G9V,20°C for 60 min,94.61
AZW7,Unknown,90.26
1YAG,Unknown,99.59
5S83,Unknown,97.78
FUGD,Unknown,91.31
2BRP,Unknown,99.01
K9WA,Unknown,91.77
P504,Unknown,95.4
GFVL,50°C for 10 min,92.01
A6S6,20°C for 60 min,94.6
TBLZ,Unknown,93.81
J4OC,Freezing for 20 min,96.06
51KO,Unknown,91.29
VDKS,Unknown,93.4
6NPC,20°C for 60 min,91.28
S6ZD,Unknown,98.95
FLJF,Unknown,92.05
D99R,Unknown,90.98
00QX,Unknown,93.48
6EVD,Unknown,89.09
QU6C,Unknown,92.71
RBKL,50°C for 10 min,91.73
UCKP,20°C for 60 min,90.54
L6TB,Unknown,91.73
HF59,50°C for 10 min,99.2
546Q,Unknown,99.22
ULEZ,Freezing for 20 min,55.6
35Y7,Unknown,91.52
TA0Z,Unknown,98.58
OYO5,Steaming,99.44
50PO,Steaming,93.39
8X41,Unknown,97.88
VLWS,20°C for 60 min,62.26
NF5F,Unknown,90.63
9VFM,50°C for 10 min,98.32
OM7A,Unknown,100.0
M8Y2,Freezing for 20 min,95.09
H567,Unknown,91.54
8YQ3,Unknown,98.9
5HP5,Freezing for 20 min,98.54
0FB7,Unknown,92.69
29Q6,Unknown,35.63
GIZ8,Unknown,93.18
MNV7,Freezing for 20 min,94.17
WQU9,Unknown,90.66
PV6P,Unknown,92.3
YQP9,Unknown,85.43
X82Q,Unknown,96.46
YTYY,Freezing for 20 min,93.6
3DOQ,Unknown,96.3
FO1C,Unknown,96.02
TV3Z,Unknown,95.09
4KO9,20°C for 60 min,90.43
Q1IV,Steaming,95.91
554O,Unknown,91.08
5JDX,Unknown,92.81
AVAE,Unknown,90.52
CSAS,Freezing for 20 min,95.8
JM5G,Unknown,93.66
USTD,Unknown,93.52
5TD4,Unknown,91.74
XZ5U,Unknown,92.53
GLLE,20°C for 60 min,92.58
XV29,Unknown,98.61
CNCP,Freezing for 20 min,92.94
0GAV,50°C for 10 min,99.52
3DXX,Steaming,83.27
5RHN,Unknown,98.01
FSA0,Steaming,93.56
2FTG,Unknown,90.77
CQLO,Unknown,91.17
KTXK,20°C for 60 min,31.28
P6CQ,Unknown,61.06
YCF8,Unknown,99.78
IBNP,Unknown,97.2
ME08,Freezing for 20 min,98.42
H98Z,50°C for 10 min,49.85
X2VH,Freezing for 20 min,91.69
8R1S,Unknown,30.77
6IZK,Unknown,95.12
8I9W,Unknown,93.46
GJ09,Unknown,84.84
HWW9,Unknown,94.35
2FDQ,Unknown,94.94
AT8S,Unknown,97.67
6XZ7,Unknown,52.85
ECV3,Unknown,98.1
3P28,Unknown,93.96
6CNM,Unknown,91.44
5CKJ,Freezing for 20 min,94.58
BE0E,Unknown,96.46
QF28,Unknown,98.55
M74E,Freezing for 20 min,96.03
CI78,Unknown,91.94
IRV8,Unknown,95.58
FH7K,Unknown,93.94
R6QO,Unknown,91.0
ZUH5,70°C for 10 min,90.03
KIJQ,Unknown,93.54
R117,Unknown,94.61
ULIT,Unknown,91.85
T2VL,Unknown,92.28
48TA,Steaming,95.85
PXE3,Unknown,92.32
05G8,Steaming,93.49
DK05,Unknown,91.81
M27I,Unknown,52.13
CM39,50°C for 10 min,99.66
G098,Unknown,93.34
KSZ8,Unknown,99.65
GHB5,Unknown,92.77
D1A6,Unknown,95.35
HQAG,Unknown,93.28
F9PX,Unknown,98.97
6MB0,Unknown,36.73
7QSL,Unknown,91.03
SLEG,20°C for 60 min,91.6
KX3O,Unknown,37.86
OABW,Unknown,93.05
MDFK,Unknown,95.94
EOXT,Unknown,95.81
3EC6,Unknown,98.13
0BX6,Unknown,93.22
0IZS,Unknown,90.02
MGMO,50°C for 10 min,92.09
T4E0,70°C for 10 min,93.84
PBP2,50°C for 10 min,96.87
0KQ2,Unknown,93.97
U93H,70°C for 10 min,97.56
LOY4,Unknown,98.46
XEE3,Unknown,98.97
KTG8,Unknown,90.07
WCFN,Unknown,97.96
34TC,50°C for 10 min,42.92
K1J4,70°C for 10 min,99.03
15P9,Unknown,92.52
3TIJ,Unknown,96.42
MEBY,70°C for 10 min,54.57
UGPT,Unknown,92.9
YOB4,Steaming,93.46
LS34,Steaming,93.88
5J5W,Unknown,99.01
6IW8,70°C for 10 min,98.44
GRPP,Unknown,86.82
10N0,Unknown,94.0
GZ7N,Unknown,97.08
1JUI,70°C for 10 min,91.34
VWCW,20°C for 60 min,98.88
5OD9,Freezing for 20 min,98.64
5SDI,20°C for 60 min,97.05
GC1X,Unknown,98.06
3KCI,20°C for 60 min,98.16
RZ7P,Unknown,92.61
URO4,Unknown,91.92
9PL7,Unknown,94.57
591E,50°C for 10 min,98.19
6XRN,Unknown,93.8
TH89,Unknown,92.43
LX1D,Unknown,30.1
0UXV,Unknown,97.28
SIQY,Unknown,95.56
N84R,Unknown,94.23
CKWC,Unknown,92.37
JJ0V,50°C for 10 min,96.72
0C65,50°C for 10 min,97.16
VDMI,Steaming,91.37
X93U,Steaming,96.78
ABTJ,Unknown,20.64
66CY,Unknown,96.97
E2Z1,Unknown,93.57
9RWY,Unknown,95.17
ICGR,Unknown,98.46
7ZCC,Unknown,98.61
7IGY,Unknown,93.34
VWN4,Unknown,95.44
7ANP,Freezing for 20 min,33.27
O9Q7,Unknown,98.19
VPUS,Unknown,91.39
2UJL,Unknown,91.7
GLKO,Unknown,95.82
5LDA,Unknown,93.14
BEYJ,Freezing for 20 min,98.08
36FV,50°C for 10 min,94.27
AJZX,Unknown,90.93
C435,Unknown,99.51
M281,Unknown,98.01
O6SG,20°C for 60 min,69.12
RXHH,20°C for 60 min,94.38
UYWF,20°C for 60 min,90.93
OD53,70°C for 10 min,91.62
MTT5,Unknown,95.2
EJ2H,Unknown,24.91
Q1L6,Steaming,86.17
0LRT,Unknown,99.69
FCZW,20°C for 60 min,98.1
IPW2,Steaming,95.41
I1KW,Unknown,97.12
OE5W,Unknown,98.99
RM1D,Unknown,94.79
B4HT,Unknown,97.39
L09K,Unknown,55.97
HT4H,Unknown,92.37
S8IH,Unknown,93.75
2EI3,50°C for 10 min,90.67
QOZE,Steaming,95.46
FH89,Steaming,92.28
L6BS,Unknown,41.41
W4GB,50°C for 10 min,95.65
DD3H,20°C for 60 min,91.67
NPTM,Unknown,97.08
BFRB,Freezing for 20 min,93.74
67EN,Unknown,61.28
4SM4,Unknown,91.66
U0J4,Unknown,95.06
LO3L,Unknown,96.8
HX2A,70°C for 10 min,99.34
PC6I,Steaming,96.45
F7P7,20°C for 60 min,95.48
4HRD,Steaming,94.15
UJUU,Unknown,91.88
GDA4,Unknown,97.67
TN1R,Unknown,96.79
0CWM,Unknown,90.21
NLKN,Unknown,92.48
8SYV,Unknown,95.91
P9BS,Unknown,97.67
O8BV,50°C for 10 min,96.96
URSM,Unknown,91.28
YD3R,Steaming,96.94
U7E8,Freezing for 20 min,95.16
PA23,Freezing for 20 min,94.36
OIDS,Freezing for 20 min,98.78
YR1L,Unknown,29.08
SWI3,Unknown,92.21
LEMT,50°C for 10 min,97.97
3PRA,Unknown,97.13
AQ7A,Unknown,92.53
7WBR,Unknown,46.0
BB2V,Freezing for 20 min,92.3
BCO7,20°C for 60 min,95.65
VXXQ,20°C for 60 min,91.83
CHWC,Unknown,92.07
AMUY,70°C for 10 min,91.76
RF3A,Unknown,89.01
7XL4,Steaming,99.96
KTAP,Freezing for 20 min,92.08
XARU,Freezing for 20 min,93.22
S64P,Unknown,99.46
ASK4,Unknown,96.93
UJIO,Unknown,99.42
NV95,50°C for 10 min,46.08
KAXK,Unknown,91.41
US33,Unknown,94.95
KZF3,Unknown,63.22
KP71,70°C for 10 min,97.49
3QFR,Unknown,94.73
0FCV,Unknown,91.02
TCWA,Unknown,97.75
9BX0,Unknown,99.0
GONC,Unknown,91.78
I5LA,50°C for 10 min,98.96
D3JI,Unknown,97.46
73LA,Unknown,92.19
40OT,20°C for 60 min,28.08
O5U9,Unknown,94.93
H47T,Unknown,94.14
C3DQ,Unknown,98.27
B8TK,Unknown,95.97
B9GH,20°C for 60 min,91.64
BCRK,20°C for 60 min,99.07
O5K2,50°C for 10 min,79.7
ZGU6,Unknown,98.75
F6GO,Unknown,90.31
MJ1R,Unknown,90.01
D0QE,Steaming,93.9
PR6Z,70°C for 10 min,97.8
51YP,Unknown,95.13
Q0TT,Unknown,94.16
5OI2,Unknown,95.88
KULK,Unknown,96.09
MQ03,Steaming,97.99
FI1X,Unknown,95.42
4WL8,Freezing for 20 min,98.04
OO8Y,Unknown,93.3
W2NN,Unknown,91.72
U5F7,Steaming,91.13
B5EN,Unknown,97.55
8DP7,20°C for 60 min,63.32
DTWM,Unknown,59.23
XNUA,20°C for 60 min,93.49
IAD1,Unknown,92.48
VP7B,Unknown,91.94
WLWN,70°C for 10 min,93.95
0WGU,Unknown,95.72
VZN9,Steaming,96.58
WO94,50°C for 10 min,96.72
F6JA,Unknown,99.6
DSDZ,20°C for 60 min,24.7
8G2C,50°C for 10 min,99.24
0S32,Unknown,92.01
78UG,Freezing for 20 min,93.91
DZLX,Unknown,95.69
7274,Unknown,98.05
FK2C,Unknown,98.46
7TEY,Unknown,94.68
T1UG,Unknown,95.95
NVPT,Freezing for 20 min,54.24
R1DG,Unknown,91.24
AR7L,Freezing for 20 min,98.75
ZMGK,Unknown,91.3
SK4E,Unknown,97.58
1R6Q,Unknown,91.13
UYE7,Unknown,94.87
XXY4,Unknown,96.61
28LK,Unknown,96.78
W882,Unknown,98.76
C2DR,Freezing for 20 min,92.87
AK1Q,Unknown,93.88
D4N1,Unknown,92.81
6AU6,20°C for 60 min,99.47
A49Z,Unknown,97.34
OFDB,Unknown,93.42
9I3B,50°C for 10 min,74.06
KJLK,Unknown,94.36
UY30,Unknown,96.6
UJKK,70°C for 10 min,52.1
3AIB,Freezing for 20 min,93.02
4EOD,Unknown,97.29
NUT9,Freezing for 20 min,94.42
BUCB,Unknown,41.89
CHC9,20°C for 60 min,92.88
MI5C,Steaming,90.72
3O3K,Unknown,96.8
NUQO,20°C for 60 min,92.58
ALPM,Unknown,85.92
QF6Y,Steaming,98.34
VGGS,Unknown,96.16
323M,Unknown,90.23
KRDI,Unknown,90.75
ULMU,Unknown,32.47
T2IA,Steaming,90.63
FLLX,70°C for 10 min,97.23
C1OV,Unknown,97.66
AZZ9,Unknown,92.71
2568,Steaming,99.5
LQ53,Unknown,98.24
NH9R,Unknown,93.17
WO79,Freezing for 20 min,99.19
3ZG5,Unknown,68.51
C4K7,Unknown,60.04
NXZ9,Unknown,91.83
OWIR,Unknown,96.45
H2WB,50°C for 10 min,92.56
203Y,Unknown,91.15
2FWX,Unknown,78.68
DWGA,Unknown,92.21
ZZB8,Unknown,90.59
CJ6L,Unknown,90.54
IV6F,Unknown,68.09
REZF,Unknown,90.94
PPAD,Unknown,99.81
IEX5,Unknown,93.56
43DH,Unknown,94.46
3S4T,Unknown,92.41
U3CV,Unknown,91.94
U50B,20°C for 60 min,95.36
50A8,Unknown,96.71
Q7FO,70°C for 10 min,95.0
Q56M,70°C for 10 min,95.93
6OWC,Unknown,97.79
TXMR,Unknown,96.3
XZQC,70°C for 10 min,93.73
NOKO,Unknown,91.05
Y1IZ,Unknown,43.87
GD5A,20°C for 60 min,95.47
UBCS,70°C for 10 min,20.86
W4VF,Unknown,91.07
VS6L,Unknown,92.18
PUAX,Unknown,94.32
LXRX,Unknown,91.6
V6X8,70°C for 10 min,38.58
FNWU,50°C for 10 min,94.45
0T5E,70°C for 10 min,93.83
Y4HK,Freezing for 20 min,90.73
ES1U,Unknown,94.54
20FV,70°C for 10 min,96.48
XW9Q,Unknown,94.61
UQLX,Unknown,92.12
WC6U,Unknown,90.58
H3Q3,70°C for 10 min,66.85
127J,Unknown,92.46
I36G,Unknown,92.6
T37U,Steaming,91.36
YTXI,Unknown,91.0
GSO9,Unknown,94.5
NQV7,Steaming,96.01
WJ6L,Unknown,95.01
AGW2,70°C for 10 min,93.24
KFXX,Unknown,98.79
ZBA3,Unknown,98.35
N9DP,50°C for 10 min,91.56
KLOJ,Unknown,94.37
9Q98,Unknown,97.31
642A,Unknown,99.92
BWY9,Unknown,97.31
02E9,Unknown,97.77
H08H,Unknown,94.19
VOLZ,Unknown,91.81
N7MY,50°C for 10 min,91.29
9SP1,50°C for 10 min,45.74
6E28,Unknown,95.51
E682,Unknown,93.97
TL32,Unknown,92.58
LEGF,Unknown,91.93
Q9DN,Unknown,97.12
K81O,Unknown,98.12
3OXP,50°C for 10 min,95.38
KAGK,Freezing for 20 min,91.84
GBIK,Unknown,91.87
O0P8,Unknown,90.6
DW16,Unknown,91.56
FKZJ,50°C for 10 min,99.04
KXGU,Steaming,95.22
JF9J,Unknown,93.46
WTQZ,Unknown,97.9
5MNR,Unknown,97.88
91G0,20°C for 60 min,91.96
HD51,Unknown,98.09
TK7H,Unknown,63.2
VV35,Unknown,97.51
AMZ6,Unknown,99.54
7487,50°C for 10 min,91.92
J4BH,Unknown,95.2
IDAE,20°C for 60 min,92.64
DHEC,Unknown,95.48
P9SJ,Unknown,96.48
FUQU,Unknown,93.91
I4I1,50°C for 10 min,96.85
54M2,Steaming,96.06
O4EL,Unknown,94.85
JDS3,Unknown,98.04
BSW4,Unknown,96.75
6EPI,Unknown,97.11
AZPI,Unknown,92.72
8U05,Unknown,95.15
1X8Y,Steaming,98.12
6A5E,Unknown,91.18
J1E3,Unknown,90.94
BGXQ,20°C for 60 min,96.34
H393,Unknown,98.91
1Q38,Unknown,95.58
YM0T,Unknown,94.75
XLU7,20°C for 60 min,90.55
31XZ,50°C for 10 min,43.74
XHW2,Unknown,97.38
CQYZ,Unknown,91.69
SUEX,Unknown,94.24
7RFZ,70°C for 10 min,92.49
0FDJ,Unknown,91.91
4U6D,Unknown,97.26
MY2B,Unknown,96.47
3BC6,Unknown,96.58
F9JW,70°C for 10 min,92.91
7RUG,Unknown,99.6
KVJ6,Unknown,97.69
KO34,Unknown,90.24
W370,Unknown,99.14
48J5,Steaming,98.48
XRDP,Steaming,91.4
BV1V,Freezing for 20 min,91.5
VQ6C,70°C for 10 min,93.06
N5HO,Steaming,90.03
AFQK,70°C for 10 min,97.32
86H9,Unknown,94.7
PUPM,Steaming,93.6
KI2H,Unknown,97.65
QA7Z,Unknown,70.79
82PD,Freezing for 20 min,99.72
UBTO,70°C for 10 min,90.37
NZ8D,Unknown,99.72
AE8Z,Unknown,96.24
8JU5,Unknown,92.74
XUN1,70°C for 10 min,90.94
5SBG,Unknown,96.08
PXTR,Steaming,91.76
QJH5,Unknown,99.3
DFQI,Unknown,39.37
06OP,Unknown,67.84
R3LY,50°C for 10 min,35.91
GDD9,Unknown,90.72
5C3C,Unknown,54.92
JCUN,Unknown,90.65
9QMA,Unknown,95.67
SK7A,Unknown,97.43
VJR0,20°C for 60 min,83.84
YHSE,Unknown,96.2
UIHG,50°C for 10 min,92.99
XTJ6,70°C for 10 min,58.66
6INM,Unknown,97.0
QVOE,Unknown,90.12
NDUO,Unknown,92.66
Z6L5,20°C for 60 min,94.39
8OZE,Unknown,93.29
OXLM,Unknown,98.49
E8XZ,Unknown,92.45
29VP,Unknown,93.05
OSAO,Unknown,93.24
GAD0,Unknown,95.81
HW88,20°C for 60 min,95.04
XBG0,Unknown,92.87
RIVZ,Unknown,96.77
ZZGN,Unknown,96.9
SUW4,Unknown,96.44
K6I6,Unknown,90.26
UPCI,Unknown,95.72
A7TV,70°C for 10 min,95.21
LDDT,Unknown,92.66
KTP2,Unknown,58.99
LHOY,Unknown,95.95
CWYT,Unknown,90.3
ZN95,Unknown,94.28
I0TD,Unknown,98.18
E7BD,Unknown,92.85
RDR8,Unknown,97.39
8WUA,Unknown,93.45
LOPQ,Unknown,20.6
YJA1,Steaming,98.74
HE2D,50°C for 10 min,98.87
X4AF,Unknown,91.46
QJS3,Unknown,95.87
I0L2,Unknown,97.51
6NLC,Steaming,99.41
K5RG,Unknown,94.33
LIPG,Unknown,96.87
6G0L,50°C for 10 min,99.46
0486,70°C for 10 min,96.8
AKAF,Unknown,54.26
F2YP,Freezing for 20 min,95.71
C36U,Unknown,42.57
M1Z3,Unknown,99.01
0NFO,20°C for 60 min,92.92
DXIN,Unknown,96.25
ZMY2,Unknown,95.03
S2BE,Unknown,99.68
K0MF,Unknown,92.51
4OX7,50°C for 10 min,98.13
OHQY,Unknown,93.15
NC4E,Unknown,99.89
9SZD,Unknown,95.5
678W,Unknown,98.72
SHRE,Freezing for 20 min,94.84
A0X7,Unknown,94.24
PFPO,50°C for 10 min,98.98
NDUR,Unknown,94.91
IOPH,Unknown,91.45
3O0X,Steaming,98.25
V8H2,Unknown,99.56
8609,Unknown,90.86
DLEO,50°C for 10 min,97.59
OEMX,70°C for 10 min,92.27
2KHL,Unknown,95.2
MGD6,20°C for 60 min,99.96
4WXR,Unknown,96.31
62C3,Unknown,91.88
KNIL,Unknown,92.52
7T4T,Unknown,98.65
XR8F,70°C for 10 min,99.83
1Z8S,Unknown,97.5
Y9ZK,Unknown,90.91
BF0G,Unknown,74.53
0RFW,50°C for 10 min,97.17
DADU,Unknown,24.0
3T66,Unknown,99.85
U0GC,Unknown,92.08
TVKC,Unknown,94.03
9Q96,Unknown,99.05
H7GT,Unknown,94.42
ZFKX,70°C for 10 min,96.27
3CGJ,Unknown,98.71
9XUG,50°C for 10 min,90.42
MN92,Unknown,97.02
4EXM,Unknown,90.63
0QAG,Steaming,95.07
NYSH,70°C for 10 min,99.62
90MP,Unknown,91.32
3FDB,Unknown,95.47
QG53,50°C for 10 min,90.24
FDSC,50°C for 10 min,91.39
SI4B,Unknown,95.29
4S10,Unknown,91.63
RCY7,Unknown,93.44
DKPU,Unknown,94.11
D9QK,Unknown,95.5
XGID,Unknown,61.46
GXGW,Unknown,30.75
33RM,Freezing for 20 min,96.83
9NZ6,Unknown,95.96
S4R8,Unknown,95.39
V48L,70°C for 10 min,92.69
GSMR,Unknown,95.51
9H3L,Steaming,93.21
MT4D,Unknown,25.48
0ZZB,Unknown,90.08
WEHQ,Unknown,93.52
P27K,Steaming,90.43
VP5O,Unknown,21.87
EE9L,20°C for 60 min,96.56
6K1Q,Unknown,99.89
VEK7,Unknown,98.39
5PW9,Freezing for 20 min,93.39
E90M,Unknown,98.94
SJ7J,Unknown,92.55
MZWX,Unknown,97.7
ZGLN,70°C for 10 min,93.14
1QPL,Unknown,55.59
D79B,Unknown,95.18
MAGT,Unknown,92.44
GL0O,Unknown,92.31
XEJS,Unknown,88.79
UI8S,Unknown,96.04
HW3B,Unknown,90.56
YR4I,Unknown,95.54
QDLA,Freezing for 20 min,92.33
6SAY,50°C for 10 min,90.64
DAT3,Unknown,96.89
ZYWN,70°C for 10 min,92.24
9BP6,Unknown,95.65
YMJT,Steaming,91.46
6W3H,Unknown,99.43
ZE57,Freezing for 20 min,93.43
3U4H,Steaming,92.07
6P3O,Unknown,99.1
93U7,Unknown,95.34
ZKZ8,Unknown,96.12
1VQC,Unknown,97.72
SDFR,Unknown,98.43
DDYX,Unknown,94.59
LNUA,50°C for 10 min,98.34
UYEN,Freezing for 20 min,98.8
AAKP,Freezing for 20 min,93.22
Y1HQ,50°C for 10 min,90.81
K52N,Unknown,72.91
G698,Unknown,91.3
P3K7,70°C for 10 min,93.63
ZIUT,20°C for 60 min,99.93
I7ES,Steaming,93.02
F3A4,Unknown,92.68
A704,Unknown,98.82
HY6T,Steaming,90.88
A1EN,Freezing for 20 min,90.35
32JR,Unknown,85.02
Z9JU,Unknown,91.17
WKFM,Unknown,90.83
JP3C,Unknown,90.02
NKT2,Unknown,99.91
54Y8,Unknown,98.79
GDA7,Unknown,99.79
WNSI,70°C for 10 min,96.88
UQ4M,Unknown,94.07
L07E,70°C for 10 min,90.32
HX6Z,Freezing for 20 min,92.79
MCXC,Unknown,95.07
8YW8,Unknown,98.2
KKTB,70°C for 10 min,63.77
9GDV,70°C for 10 min,94.13
ZNZ7,Unknown,94.26
5IRC,Unknown,94.15
V50A,Unknown,93.37
X3DT,Freezing for 20 min,98.97
B6OK,Unknown,97.85
TN69,Unknown,35.81
Y485,Unknown,93.21
07X0,Unknown,94.92
O71K,Unknown,95.16
708G,Unknown,71.38
7OUE,Unknown,97.77
